Area_Code2 ,Intl_Plan ,Vmail ,Vmail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Churn 
1,0,1,0,238.1,65,40.48,56.16,10,15.91,19,12,8.55,11.8,4,3.19,4,0
2,0,0,41,187.1,80,31.81,85.83,8,24.32,18.8,11,8.46,10.4,2,2.81,1,0
1,0,0,34,44.9,63,7.63,40.26,8,11.41,16.84,12,7.58,13.3,3,3.59,1,0
2,0,0,42,101.9,79,17.32,66.93,10,18.96,24.16,8,10.87,12.9,2,3.48,0,0
0,0,1,0,134.7,121,22.9,54,8,15.3,20.09,10,9.04,7.7,3,2.08,1,0
1,0,1,0,203.4,85,34.58,65.94,14,18.68,24,11,10.8,8.3,5,2.24,1,0
1,0,1,0,99.3,112,16.88,81.15,14,22.99,22.53,9,10.14,9,6,2.43,3,0
2,1,1,0,161,96,27.37,73.47,8,20.82,18.08,10,8.14,7.7,6,2.08,1,0
0,0,0,43,177.8,100,30.23,44.19,9,12.52,19.42,9,8.74,11.9,1,3.21,0,0
1,0,1,0,154.3,107,26.23,54.9,11,15.56,5.4,13,2.43,10.9,8,2.94,0,0
0,0,1,0,197.7,64,33.61,41.01,13,11.62,24.44,8,11,13.2,5,3.56,4,0
2,0,1,0,115.6,77,19.65,64.08,10,18.16,21.84,7,9.83,10.7,6,2.89,1,0
1,0,1,0,125.1,103,21.27,62.88,10,17.82,18.62,8,8.38,11.8,1,3.19,1,0
2,0,1,0,223.6,86,38.01,73.44,14,20.81,9.42,8,4.24,9.5,7,2.57,0,0
1,0,1,0,140.7,77,23.92,58.56,11,16.59,25.29,11,11.38,11.7,5,3.16,0,0
0,0,0,12,141.9,92,24.12,68.67,10,19.46,19.51,10,8.78,8.7,5,2.35,0,0
2,0,0,38,163.6,132,27.81,44.01,11,12.47,34.58,12,15.56,13.1,3,3.54,3,0
1,1,0,39,153.8,106,26.15,36.99,11,10.48,11.78,10,5.3,9.2,6,2.48,1,0
0,0,1,0,143.1,114,24.33,41.43,12,11.74,19.94,10,8.97,8.9,3,2.4,3,0
0,0,1,0,193.8,90,32.95,58.59,12,16.6,18.27,11,8.22,8.5,3,2.3,1,0
2,0,1,0,169.2,123,28.76,65.04,8,18.43,17.94,11,8.07,12.6,3,3.4,1,0
0,0,1,0,114.4,114,19.45,60.33,10,17.09,23.84,12,10.73,11.6,4,3.13,3,0
1,0,0,32,276.6,76,47.02,41.49,9,11.76,27.96,9,12.58,6.8,3,1.84,3,0
0,0,1,0,234.6,126,39.88,60.21,8,17.06,17.11,8,7.7,8.1,2,2.19,0,0
2,0,1,0,195.2,84,33.18,68.85,12,19.51,18.53,15,8.34,11.9,3,3.21,0,0
0,0,1,0,176.7,132,30.04,73.23,8,20.75,17.63,12,7.93,9.1,4,2.46,2,0
0,0,1,0,169.9,144,28.88,67.56,12,19.14,16.97,9,7.64,11.4,7,3.08,1,0
2,0,1,0,198.8,107,33.8,58.65,9,16.62,21.33,12,9.6,16.5,7,4.46,5,0
0,0,1,0,123.6,113,21.01,68.82,9,19.5,24.29,10,10.93,10.3,4,2.78,0,0
0,0,1,0,108.6,128,18.46,97.56,10,27.64,17.36,7,7.81,9.3,6,2.51,0,0
0,0,0,37,220,80,37.4,65.19,10,18.47,15.28,7,6.88,14.7,6,3.97,3,0
0,0,1,0,221.6,109,37.67,37.86,9,10.73,21.22,10,9.55,6.4,2,1.73,0,0
2,0,1,0,182.1,89,30.96,63.45,10,17.98,20.74,12,9.33,6.8,1,1.84,1,0
0,0,1,0,167.6,96,28.49,52.8,9,14.96,25.09,11,11.29,13.4,6,3.62,2,0
0,0,1,0,182.1,97,30.96,69.33,8,19.64,24.62,10,11.08,15,2,4.05,0,0
2,0,1,0,163.5,136,27.8,43.11,11,12.21,25.34,8,11.4,12.6,5,3.4,1,0
0,0,1,0,198.5,75,33.75,53.94,9,15.28,23.41,12,10.53,10.6,6,2.86,0,0
1,0,1,0,140.5,92,23.89,56.04,10,15.88,22.7,9,10.22,9.5,5,2.57,2,0
0,0,0,26,177.1,94,30.11,61.8,9,17.51,25.48,10,11.47,6.6,2,1.78,2,0
1,0,1,0,127.9,107,21.74,81.36,12,23.05,20.22,8,9.1,12.5,5,3.38,0,0
2,0,0,43,177.9,117,30.24,52.53,7,14.88,16.13,12,7.26,11.5,4,3.11,1,0
0,0,1,0,200.2,92,34.03,73.47,11,20.82,19.09,10,8.59,8.8,3,2.38,1,0
0,0,1,0,284.6,113,48.38,42.54,10,12.05,12.74,8,5.73,12.6,5,3.4,0,0
0,0,1,0,243.4,114,41.38,36.36,11,10.3,16.26,10,7.32,12.2,5,3.29,0,0
1,0,0,23,289.5,52,49.22,49.98,11,14.16,11.91,9,5.36,9.5,4,2.57,1,0
0,0,0,18,168,127,28.56,46.65,8,13.22,15.27,13,6.87,11.8,5,3.19,0,0
2,0,1,0,184.1,106,31.3,61.47,7,17.42,22.43,13,10.09,9.8,3,2.65,2,0
0,1,0,29,128.2,119,21.79,51.51,8,14.59,25.09,11,11.29,11.7,6,3.16,3,0
0,0,1,0,140,100,23.8,52.41,10,14.85,25.85,11,11.63,13.3,4,3.59,1,0
2,0,1,0,124.1,82,21.1,60.78,12,17.22,28.96,12,13.03,6.7,8,1.81,3,0
2,0,0,30,58.8,104,10,65.85,11,18.66,15.23,12,6.85,7.1,3,1.92,0,0
1,0,1,0,167.7,74,28.51,53.97,10,15.29,16.65,7,7.49,10.9,2,2.94,1,0
0,0,0,22,197.1,113,33.51,77.82,10,22.05,13.47,14,6.06,14.6,5,3.94,2,0
2,0,1,0,145.6,59,24.75,86.37,13,24.47,18.17,12,8.18,9.2,4,2.48,2,0
0,0,0,29,179.9,97,30.58,56.76,9,16.08,16.43,8,7.39,12.8,7,3.46,3,0
1,0,1,0,166.2,102,28.25,65.28,11,18.5,22.02,7,9.91,13.2,2,3.56,4,0
0,0,1,0,197.5,114,33.58,62.07,12,17.59,16.36,11,7.36,11.3,4,3.05,1,0
1,0,0,30,61.6,103,10.47,76.53,11,21.68,22.59,10,10.17,12.4,5,3.35,1,0
0,0,0,39,268.1,104,45.58,64.98,7,18.41,35.99,12,16.2,11.4,4,3.08,0,0
2,0,0,37,133.1,117,22.63,51.42,9,14.57,21.81,9,9.81,10.9,4,2.94,3,0
0,0,0,28,221.6,74,37.67,86.52,10,24.51,24.03,11,10.81,9,2,2.43,1,0
2,0,1,0,207.3,115,35.24,59.52,8,16.86,11.41,8,5.13,8.6,4,2.32,1,0
2,0,1,0,261,83,44.37,43.26,10,12.26,28.44,12,12.8,16.3,1,4.4,4,0
1,0,1,0,224.7,81,38.2,38.82,11,11,16.76,11,7.54,15.8,6,4.27,1,0
1,0,0,39,213,115,36.21,57.33,11,16.24,18.27,12,8.22,9.5,3,2.57,0,0
1,0,1,0,119,82,20.23,56.25,11,15.94,18.93,10,8.52,11.5,3,3.11,1,0
0,0,0,17,145.7,89,24.77,60.87,7,17.25,21.24,9,9.56,9.5,5,2.57,1,0
1,0,1,0,239.8,125,40.77,64.44,11,18.26,14.33,8,6.45,8.7,5,2.35,2,0
2,0,0,30,195.8,118,33.29,49.92,11,14.14,29.74,8,13.38,11.7,2,3.16,0,0
0,0,1,0,109.1,141,18.55,56.13,14,15.9,21.66,10,9.75,10,4,2.7,3,0
1,0,1,0,175.3,106,29.8,43.29,9,12.27,16.02,9,7.21,11.8,5,3.19,0,0
1,0,1,0,198.7,108,33.78,44.01,9,12.47,21.68,10,9.76,9.5,3,2.57,2,0
1,0,1,0,114.8,94,19.52,45,10,12.75,26.86,12,12.09,9.6,4,2.59,2,0
0,0,1,0,217.8,93,37.03,64.41,10,18.25,22.87,7,10.29,11.3,7,3.05,0,0
0,0,1,0,227,122,38.59,77.61,11,21.99,16.97,9,7.64,8.9,1,2.4,2,0
1,0,1,0,75,116,12.75,74.61,9,21.14,17.6,8,7.92,9.5,6,2.57,3,0
0,0,1,0,175.9,111,29.9,85.56,12,24.24,15.08,12,6.79,13,7,3.51,1,0
0,0,0,23,87.7,91,14.91,65.49,12,18.56,17.31,9,7.79,12.3,4,3.32,1,0
0,0,1,0,166.9,98,28.37,66.54,8,18.85,24.39,11,10.98,12.8,4,3.46,3,0
2,0,1,0,190.9,62,32.45,67.98,5,19.26,23.01,10,10.35,7.8,3,2.11,2,0
0,0,0,29,142.7,94,24.26,38.97,6,11.04,16.53,7,7.44,10,4,2.7,0,0
2,0,0,38,224.7,121,38.2,88.2,13,24.99,29,6,13.05,9.8,6,2.65,0,0
2,0,1,0,119.7,148,20.35,69.54,10,19.7,22.23,11,10,4.6,2,1.24,2,0
0,0,1,0,109.1,97,18.55,34.71,10,9.83,29.58,8,13.31,8.3,6,2.24,0,0
1,0,1,0,215.4,94,36.62,41.46,10,11.75,23.71,12,10.67,12.5,5,3.38,1,0
0,0,1,0,129.4,97,22,55.62,10,15.76,20.47,11,9.21,1.1,2,0.3,2,0
0,0,1,0,179.1,71,30.45,57.18,8,16.2,12.77,9,5.75,10.6,7,2.86,3,0
1,0,0,23,224,126,38.08,70.05,9,19.85,29.39,10,13.23,8.8,4,2.38,1,0
0,0,0,37,153.5,78,26.1,72.57,11,20.56,24.47,11,11.01,10.6,3,2.86,1,0
1,0,0,28,151.4,95,25.74,45.72,10,12.95,25.01,11,11.25,0,0,0,1,0
1,0,1,0,170.5,94,28.99,52.11,11,14.76,24.86,8,11.19,11.3,2,3.05,1,0
0,1,1,0,62.3,92,10.59,82.5,8,23.38,13.87,11,6.24,10.8,3,2.92,1,0
0,0,1,0,196.1,107,33.34,88.95,8,25.2,21.15,9,9.52,7,2,1.89,1,0
2,0,0,39,82.6,113,14.04,67.32,6,19.07,16.36,9,7.36,9.5,1,2.57,3,0
1,1,0,21,151.5,99,25.76,44.34,9,12.56,21.04,11,9.47,10,4,2.7,1,0
1,0,1,0,177.4,107,30.16,61.41,10,17.4,14.19,12,6.39,15,9,4.05,3,0
0,0,1,0,231.3,100,39.32,63.12,8,17.88,21.74,11,9.78,12.4,2,3.35,3,0
2,0,1,0,109.8,100,18.67,56.88,10,16.12,20.67,9,9.3,11.1,3,3,1,0
2,0,1,0,220.9,107,37.55,57.66,10,16.34,16.1,7,7.25,12.2,2,3.29,1,0
0,0,1,0,235.8,109,40.09,47.16,9,13.36,18.82,10,8.47,12,3,3.24,0,0
0,0,1,0,227.7,88,38.71,51,10,14.45,12.87,6,5.79,11.7,5,3.16,1,0
0,0,0,30,178.1,111,30.28,71.01,11,20.12,26.4,12,11.88,8.4,2,2.27,0,0
0,0,1,0,111.3,110,18.92,68.04,11,19.28,18.76,7,8.44,10.2,12,2.75,1,0
0,0,1,0,166.5,102,28.31,78.3,10,22.19,26.27,9,11.82,13.3,5,3.59,0,0
1,0,1,0,101.1,119,17.19,64.32,7,18.22,17.95,11,8.08,10.3,5,2.78,2,0
2,0,1,0,268.1,95,45.58,36.15,13,10.24,22.08,12,9.94,14.4,6,3.89,2,0
0,0,0,24,227.5,81,38.68,70.47,7,19.97,16.64,13,7.49,9,13,2.43,1,0
2,0,1,0,194,118,32.98,72.6,11,20.57,14.63,11,6.58,12.1,4,3.27,1,0
0,0,1,0,175.8,116,29.89,46.86,13,13.28,23.74,11,10.68,5,4,1.35,0,0
0,0,0,39,69.1,122,11.75,30.39,14,8.61,10.48,9,4.72,9.1,4,2.46,0,0
2,0,1,0,159.5,123,27.12,72.24,9,20.47,21.03,8,9.46,11.4,3,3.08,1,0
1,0,1,0,191.1,93,32.49,84.84,6,24.04,8.48,12,3.82,12,4,3.24,2,0
1,0,1,0,221.1,133,37.59,48.06,14,13.62,16.18,8,7.28,8.4,3,2.27,4,0
1,0,0,23,149.6,96,25.43,71.94,12,20.38,29.35,14,13.21,7.4,4,2,2,0
0,0,1,0,202.9,100,34.49,53.58,5,15.18,20.38,12,9.17,12.8,3,3.46,5,0
0,0,1,0,235.7,79,40.07,41.07,9,11.64,22.09,10,9.94,13.3,10,3.59,1,0
0,0,1,0,205.1,102,34.87,69.81,11,19.78,25.99,10,11.7,9.2,6,2.48,2,0
0,0,1,0,201.1,101,34.19,51.21,9,14.51,23.74,11,10.68,11.6,3,3.13,3,0
0,1,1,0,78.4,117,13.33,64.41,11,18.25,11.95,8,5.38,7.2,5,1.94,0,0
0,0,1,0,129.4,69,22,75.39,7,21.36,15.71,9,7.07,10.4,3,2.81,1,0
2,0,1,0,231.3,105,39.32,51.51,11,14.59,6.77,14,3.05,13,6,3.51,1,0
1,0,1,0,178.3,94,30.31,79.32,7,22.47,28.46,11,12.81,15,2,4.05,0,0
2,0,0,50,186.5,94,31.71,53.4,11,15.13,21.56,10,9.7,12.1,4,3.27,2,0
1,0,0,21,195.9,91,33.3,64.17,8,18.18,8.82,11,3.97,8.6,4,2.32,0,0
2,0,1,0,185.3,87,31.5,67.59,9,19.15,19.43,9,8.74,11.7,3,3.16,0,0
0,0,1,0,129.1,92,21.95,44.67,13,12.66,26.4,10,11.88,16.8,7,4.54,2,0
0,0,1,0,199.7,109,33.95,34.26,7,9.71,24.1,11,10.85,7.1,2,1.92,0,0
1,0,0,33,209.6,68,35.63,44.07,14,12.49,12.1,13,5.44,10.6,3,2.86,2,0
1,0,0,17,124,102,21.08,60.87,8,17.25,20.51,13,9.23,12.3,3,3.32,1,0
0,0,0,17,177.9,68,30.24,46.17,11,13.08,25.12,12,11.3,10.6,7,2.86,1,0
2,0,1,0,160.4,108,27.27,65.43,9,18.54,19.29,12,8.68,12.5,4,3.38,1,0
1,1,0,30,234.5,130,39.87,58.56,12,16.59,26.88,9,12.1,11.4,4,3.08,2,0
0,0,1,0,181.3,135,30.82,54.72,11,15.5,18.06,10,8.13,6.7,2,1.81,0,0
0,0,1,0,158.2,130,26.89,70.38,9,19.94,29.1,12,13.1,12.9,3,3.48,2,0
0,0,0,35,203.1,104,34.53,63.54,9,18,24.61,11,11.07,9.7,6,2.62,0,0
2,0,1,0,167.4,117,28.46,67.05,10,19,21.58,11,9.71,9,3,2.43,1,0
0,0,1,0,108.3,95,18.41,50.49,10,14.31,15.31,11,6.89,9.1,2,2.46,1,0
0,0,1,0,108,79,18.36,72.57,15,20.56,25.21,9,11.34,10.4,3,2.81,3,0
1,0,1,0,249.4,118,42.4,63.45,10,17.98,16.9,12,7.61,9.1,3,2.46,0,0
0,0,0,28,220.3,96,37.45,85.74,7,24.29,20.3,11,9.14,9.4,6,2.54,4,0
0,1,0,43,142.8,96,24.28,81.69,10,23.15,19.34,11,8.7,8.9,4,2.4,1,0
0,0,1,0,228.4,103,38.83,29.19,13,8.27,19.99,7,9,9.4,7,2.54,3,0
0,0,0,18,106.4,109,18.09,32.43,11,9.19,20.84,11,9.38,10.1,5,2.73,1,0
2,0,1,0,188.8,67,32.1,51.51,9,14.59,22.44,9,10.1,8.5,6,2.3,0,0
1,0,1,0,198.7,114,33.78,42.45,9,12.03,29.3,8,13.18,10.5,5,2.84,4,0
0,0,0,32,174.6,107,29.68,93.18,12,26.4,23.47,9,10.56,9,4,2.43,1,0
2,0,0,21,161.2,114,27.4,75.66,8,21.44,16.02,9,7.21,4.4,8,1.19,4,0
1,0,1,0,131.5,64,22.36,48.54,12,13.75,15.86,11,7.14,14.8,5,4,0,0
1,0,1,0,166.4,97,28.29,56.01,12,15.87,25.16,9,11.32,14.5,4,3.92,0,0
2,0,1,0,195.4,110,33.22,54.36,11,15.4,17.85,11,8.03,8.9,4,2.4,0,0
1,0,1,0,203.9,109,34.66,70.2,12,19.89,16.07,7,7.23,17.8,4,4.81,4,0
0,0,1,0,119,94,20.23,43.29,11,12.27,19.97,7,8.99,8.8,5,2.38,2,0
2,0,1,0,238.9,96,40.61,58.83,9,16.67,10.24,10,4.61,11,1,2.97,6,0
1,0,1,0,144,90,24.48,54.48,10,15.44,12.81,9,5.76,12.3,2,3.32,0,0
0,0,1,0,168.6,102,28.66,89.4,12,25.33,19.47,11,8.76,9.8,5,2.65,1,0
2,1,1,0,194.4,83,33.05,74.34,8,21.06,24.54,9,11.04,11.2,7,3.02,2,0
1,0,1,0,199.5,107,33.92,62.25,11,17.64,8.39,12,3.78,8.1,4,2.19,2,0
1,0,1,0,221,118,37.57,41.64,10,11.8,19.86,10,8.94,12.1,4,3.27,0,0
1,0,1,0,80.8,81,13.74,58.71,9,16.63,19.01,7,8.55,11.7,6,3.16,1,0
1,0,1,0,222.2,113,37.77,65.55,12,18.57,26.6,9,11.97,10.9,5,2.94,1,0
1,0,1,0,197.8,60,33.63,66.3,6,18.79,16.86,13,7.59,8.9,5,2.4,1,0
0,0,0,32,125.2,123,21.28,69.27,10,19.63,19.2,11,8.64,12.6,9,3.4,3,0
0,0,1,0,230.2,113,39.13,66.12,8,18.73,20.47,11,9.21,10.7,7,2.89,4,0
0,0,0,31,142.9,92,24.29,70.14,11,19.87,32.92,14,14.81,10.4,6,2.81,0,0
1,0,1,0,182.3,124,30.99,50.97,11,14.44,18.4,12,8.28,9.3,3,2.51,1,0
1,0,0,33,170.2,113,28.93,57.72,7,16.35,11.2,11,5.04,13,1,3.51,2,0
2,0,1,0,169.3,108,28.78,53.58,9,15.18,24.23,8,10.9,12.2,3,3.29,1,0
2,0,1,0,148.3,86,25.21,55.26,15,15.66,17.91,8,8.06,10.9,4,2.94,0,0
0,0,1,0,191.4,93,32.54,61.62,12,17.46,20.57,12,9.26,10.2,3,2.75,3,0
0,0,0,32,131.2,63,22.3,68.22,13,19.33,17.89,11,8.05,12.8,2,3.46,2,0
1,0,1,0,51.1,106,8.69,62.58,14,17.73,19.8,9,8.91,12.3,3,3.32,1,0
1,0,1,0,218.9,105,37.21,89.97,9,25.49,15.86,11,7.14,11.3,4,3.05,2,0
1,0,1,0,192.1,80,32.66,80.79,13,22.89,25.96,10,11.68,11.7,4,3.16,2,0
2,0,1,0,221.3,140,37.62,47.34,9,13.41,19.25,9,8.66,11.3,6,3.05,1,0
2,0,1,0,212.3,107,36.09,68.52,10,19.41,16.33,12,7.35,7.7,3,2.08,0,0
0,0,1,0,170.7,54,29.02,57.33,11,16.24,21.46,11,9.66,13.3,4,3.59,1,0
0,0,0,21,196,104,33.32,58.41,7,16.55,15.08,9,6.79,9.6,4,2.59,0,0
0,0,0,46,172.6,77,29.34,61.02,10,17.29,26.42,11,11.89,10.4,2,2.81,1,0
0,0,1,0,212.8,108,36.18,63.6,12,18.02,23.59,10,10.62,9.8,11,2.65,0,0
0,0,1,0,193.9,118,32.96,25.5,11,7.23,21.01,13,9.45,13.2,8,3.56,3,0
1,0,1,0,220.6,57,37.5,63.33,12,17.94,24.9,13,11.21,6.8,3,1.84,1,0
0,0,0,21,160.6,85,27.3,66.93,8,18.96,12.4,9,5.58,9.5,1,2.57,2,0
2,1,1,0,148.2,138,25.19,47.88,12,13.57,19.74,6,8.88,8.6,3,2.32,2,0
0,0,1,0,133.3,101,22.66,76.65,13,21.72,22.86,7,10.29,11.6,2,3.13,0,0
0,0,1,0,198.4,91,33.73,79.41,11,22.5,11.14,10,5.01,9.2,2,2.48,2,0
1,0,0,32,262.2,123,44.57,49.56,8,14.04,19.43,6,8.74,10.6,5,2.86,0,0
0,0,1,0,218,86,37.06,55.2,9,15.64,24.05,11,10.82,6.4,8,1.73,3,0
1,0,1,0,170.7,101,29.02,57.93,13,16.41,12.91,10,5.81,6.9,7,1.86,1,0
0,0,1,0,203.4,146,34.58,68.01,12,19.27,15.24,11,6.86,7.3,4,1.97,1,0
0,0,0,39,236.1,107,40.14,86.76,11,24.58,17.54,11,7.89,9.1,4,2.46,2,0
2,0,1,0,152.2,114,25.87,41.16,10,11.66,18.59,10,8.37,9.8,3,2.65,0,0
2,0,0,31,129.8,87,22.07,55.02,11,15.59,16.94,4,7.62,14.3,6,3.86,1,0
0,0,1,0,152.3,91,25.89,49.5,12,14.03,29.43,7,13.24,9,3,2.43,2,0
1,1,1,0,244.6,89,41.58,56.64,8,16.05,20.6,11,9.27,11.3,4,3.05,1,0
0,0,1,0,183.9,115,31.26,76.77,10,21.75,27.5,15,12.38,10.8,11,2.92,1,0
0,0,1,0,186.5,108,31.71,57.06,11,16.17,18.78,10,8.45,11,5,2.97,1,0
0,1,1,0,164,99,27.88,45.93,10,13.01,12.38,10,5.57,6.4,4,1.73,0,0
0,0,1,0,180.3,67,30.65,62.4,7,17.68,18.12,10,8.15,12.8,6,3.46,2,0
0,0,1,0,283.9,98,48.26,41.13,9,11.65,15.9,11,7.15,11.3,5,3.05,2,0
1,0,1,0,128.8,96,21.9,31.47,7,8.92,14.11,13,6.35,11.2,2,3.02,1,0
1,0,0,25,190,137,32.3,34.98,8,9.91,14.15,11,6.37,12.2,2,3.29,1,0
2,0,1,0,125.4,158,21.32,80.73,8,22.87,23.86,10,10.74,11,7,2.97,1,0
0,0,0,36,96.8,123,16.46,51.18,11,14.5,16.6,9,7.47,13.4,4,3.62,2,0
1,0,1,0,179,88,30.43,44.46,12,12.6,14.68,12,6.61,8.8,4,2.38,2,0
0,1,1,0,181.2,122,30.8,78.75,8,22.31,21.4,9,9.63,8.4,4,2.27,0,0
2,0,0,29,179.3,104,30.48,67.77,9,19.2,32.3,8,14.54,8.6,7,2.32,0,0
0,0,1,0,217.2,122,36.92,90.96,6,25.77,14.73,11,6.63,14,4,3.78,2,0
2,0,1,0,253.2,95,43.04,56.4,12,15.98,14.2,13,6.39,4.4,4,1.19,1,0
1,0,1,0,158.2,95,26.89,53.55,11,15.17,15.43,8,6.94,8.5,5,2.3,2,0
2,0,0,20,205.7,98,34.97,40.83,11,11.57,15.94,15,7.17,8.7,3,2.35,2,0
0,0,1,0,232.9,119,39.59,57.3,10,16.24,22.25,6,10.01,10.7,3,2.89,0,0
0,0,0,41,174.7,86,29.7,48.18,9,13.65,15.53,11,6.99,13.4,1,3.62,0,0
1,0,1,0,254.8,97,43.32,46.05,11,13.05,21.76,12,9.79,9,4,2.43,1,0
0,0,1,0,242.5,71,41.23,63.99,11,18.13,23.1,8,10.4,6.3,3,1.7,3,0
1,0,1,0,207.6,71,35.29,45.81,9,12.98,21.78,13,9.8,12.4,13,3.35,1,0
0,0,0,28,95,94,16.15,87.36,7,24.75,15.96,11,7.18,10,2,2.7,2,0
2,0,1,0,194.4,101,33.05,57.09,8,16.18,18.34,11,8.25,11.4,2,3.08,0,0
1,0,1,0,200.3,96,34.05,60.36,10,17.1,20.61,6,9.27,7.1,1,1.92,4,0
1,0,1,0,234.8,95,39.92,32.91,9,9.32,18.03,10,8.11,10.4,2,2.81,0,0
0,0,1,0,146.7,64,24.94,82.2,10,23.29,32.13,10,14.46,8.9,1,2.4,3,0
0,0,1,0,196.1,89,33.34,55.65,9,15.77,25,13,11.25,5.2,6,1.4,2,0
0,0,1,0,196.2,105,33.35,92.04,11,26.08,20.15,11,9.07,6.9,11,1.86,0,0
0,0,1,0,94.3,97,16.03,54.45,9,15.43,17.65,15,7.94,9.6,4,2.59,1,0
0,0,0,29,136.1,146,23.14,90.78,11,25.72,16.31,12,7.34,18.5,2,5,2,0
1,0,0,29,239.7,102,40.75,63.84,11,18.09,18.77,8,8.45,10.5,2,2.84,1,0
1,0,0,29,151.2,147,25.7,60.96,14,17.27,29.61,10,13.32,11.1,2,3,2,0
0,0,1,0,209.9,109,35.68,67.83,6,19.22,15.42,12,6.94,9,5,2.43,1,0
2,0,1,0,221.5,103,37.66,32.85,6,9.31,13.46,12,6.06,11.6,4,3.13,1,0
0,0,1,0,264.2,118,44.91,54,9,15.3,22.39,10,10.08,10.7,1,2.89,2,0
1,0,0,16,240.8,80,40.94,63.78,12,18.07,27.17,14,12.23,9.4,4,2.54,1,0
0,0,0,33,145,72,24.65,58.35,16,16.53,24.23,14,10.9,14.2,3,3.83,2,0
0,0,1,0,182.7,98,31.06,59.16,9,16.76,22.06,11,9.93,8.1,4,2.19,1,0
0,0,1,0,34,133,5.78,83.58,6,23.68,12.96,12,5.83,11.5,3,3.11,0,0
1,0,1,0,153.8,64,26.15,91.32,11,25.87,18.5,13,8.32,8.4,5,2.27,1,0
0,0,1,0,160.9,109,27.35,43.26,15,12.26,12.04,10,5.42,12.9,12,3.48,1,0
1,0,1,0,273.8,120,46.55,44.79,10,12.69,19.39,13,8.73,11.2,3,3.02,0,0
1,0,1,0,169.9,77,28.88,41.49,16,11.76,14.26,11,6.42,8.5,7,2.3,1,0
2,0,1,0,97.5,95,16.58,58.74,8,16.64,28.88,8,13,0,0,0,1,0
0,0,0,36,233.9,97,39.76,52.68,13,14.93,17.7,8,7.97,9.5,4,2.57,1,0
0,0,1,0,153.8,89,26.15,70.2,9,19.89,19.63,8,8.83,11.6,2,3.13,4,0
0,0,1,0,248.6,102,42.26,52.47,9,14.87,20.72,9,9.32,6.1,3,1.65,3,0
0,0,1,0,141.1,92,23.99,74.73,13,21.17,13.6,7,6.12,10.8,2,2.92,2,0
0,0,0,25,190.1,133,32.32,54.33,6,15.39,10.4,11,4.68,12.5,3,3.38,2,0
1,0,1,0,158.5,90,26.95,76.32,7,21.62,17.84,10,8.03,14.8,5,4,2,0
0,0,1,0,215.6,78,36.65,58.59,12,16.6,19.44,7,8.75,3.6,5,0.97,1,0
2,0,0,4,141.3,96,24.02,69.12,9,19.58,22.37,9,10.07,9.4,3,2.54,3,0
2,0,1,0,190.5,115,32.39,53.88,13,15.27,25.85,9,11.63,10.1,5,2.73,3,0
1,0,1,0,196.8,81,33.46,50.4,11,14.28,13.26,10,5.97,12.7,7,3.43,2,0
1,0,1,0,201.4,52,34.24,68.82,10,19.5,25.25,11,11.36,12,3,3.24,1,0
2,0,0,22,244.7,104,41.6,60.93,9,17.26,22.2,8,9.99,7.4,6,2,0,0
0,0,1,0,245.5,39,41.74,69.54,12,19.7,15.69,7,7.06,10.1,10,2.73,5,0
0,0,1,0,237.1,126,40.31,71.52,13,20.26,18.13,10,8.16,10.7,8,2.89,2,0
0,0,0,21,247.6,95,42.09,76.89,15,21.79,15.86,7,7.14,10.8,6,2.92,2,0
1,0,0,33,221.4,110,37.64,82.83,9,23.47,22.29,10,10.03,10.1,4,2.73,1,0
1,0,0,22,141.8,116,24.11,50.19,10,14.22,17.81,13,8.01,7.8,3,2.11,1,0
1,0,0,0,212.9,80,36.19,70.83,6,20.07,18.76,10,8.44,8.8,4,2.38,2,0
0,0,0,38,220,102,37.4,54.09,12,15.33,13.62,9,6.13,10.3,2,2.78,1,0
0,0,1,0,139.8,109,23.77,47.1,9,13.35,21.86,12,9.84,13.6,4,3.67,3,0
0,0,0,18,182.1,66,30.96,64.08,7,18.16,19.3,11,8.69,13.4,9,3.62,2,0
1,0,1,0,268,115,45.56,46.08,11,13.06,23.23,7,10.45,17,1,4.59,3,0
0,0,0,38,204.2,57,34.71,61.77,9,17.5,28.65,8,12.89,8.3,4,2.24,0,0
0,0,1,0,84.3,98,14.33,77.85,12,22.06,19.75,12,8.89,10.3,2,2.78,2,0
1,0,1,0,138.7,107,23.58,77.07,11,21.84,23.49,7,10.57,10,3,2.7,0,0
0,0,1,0,173.9,111,29.56,86.22,11,24.43,20.48,9,9.22,9.1,7,2.46,1,0
0,1,1,0,143.7,117,24.43,81.9,8,23.21,17.83,8,8.02,10.9,3,2.94,0,0
0,0,1,0,149.2,98,25.36,58.08,9,16.46,24.89,12,11.2,11.1,5,3,1,0
2,0,0,22,215.4,123,36.62,98.61,10,27.94,16.05,9,7.22,7.8,6,2.11,1,0
2,0,1,0,179,81,30.43,60,12,17,16.86,7,7.59,15.8,7,4.27,1,0
0,0,0,44,230.6,94,39.2,67.23,10,19.05,24.4,8,10.98,11.1,2,3,0,0
1,0,1,0,139.4,81,23.7,67.11,11,19.01,17.31,8,7.79,13.6,6,3.67,1,0
